0 38771.27778821052 33387.32927848566 36010.202996291315
1 38908.16983840864 36813.56380316706 37844.90481899663
2 39663.845029296375 37333.8288244435 38714.807204950564
3 39782.154710549185 37718.18223008207 39064.572230445476
4 40282.54461194846 38505.83115878468 39457.28157321627
5 40745.144695471674 38660.11352166088 39779.898059867024
6 40787.957113986056 39214.34317296075 40186.46177813739
7 41035.14083700262 39577.48877390894 40523.06611713337
8 41136.01310969517 39806.85095046431 40676.46857529657
9 41856.94264453032 39682.1494252544 40789.00327397757
10 41950.94037127088 39814.345633226265 41080.14400657919
11 42395.50855314021 40265.59179681294 41485.0992733836
12 42854.251017073184 39631.09631813445 41860.11729597077
13 42977.8071032313 41194.00151747568 42257.94696383125
14 43200.13619564927 41391.79057678785 42621.06697935179
15 43463.89288352861 41135.14442310198 42720.934025115945
16 43508.5701612545 41982.206995239976 42962.078919673906
17 43661.34326056883 41539.83680756921 42971.62830880559
18 43770.45867014142 41790.20610348052 43156.40692753359
19 43920.15671410235 41956.61208581361 43282.87318517719
20 44180.22324482749 42370.59216480178 43460.91472755811
21 44200.98691539811 42277.56129701688 43596.62623619551
22 44325.631854111496 42311.75106568155 43744.70162207962
23 44522.75245429206 42578.62632888819 43839.48238371849
24 44872.37853299125 42655.171746214335 43981.634900512974
25 45029.92027431731 43193.07178941101 44164.9739971782
26 45128.57266193468 43593.85670582605 44361.80535525003
29 45195.00013976311 43321.227641569 44721.03178671219
30 45513.429075735155 43607.032499594745 44848.44282967912
31 45674.42107369822 44163.12856393367 45022.44743043714
33 45759.428776386456 43517.32328972599 45165.108426739884
34 45838.44881286983 44222.798906027296 45364.482436357335
35 45995.163726927945 43945.26553163462 45300.55721942013
38 46035.327131971746 44441.431890242835 45569.10098253975
39 46066.6742606848 44398.02244356103 45595.17641539879
40 46147.65804787702 44537.79194979069 45673.13787966207
41 46298.94768832487 44506.19693936377 45680.60831458096
45 46375.81965953807 44869.469380869654 45982.88227496636
46 46483.660754897144 44580.59646506964 46079.62217381386
47 46560.97258929791 44849.70035528457 46134.55503147518
49 46592.59312177098 44946.43581900933 46126.6754326309
50 46712.37132096687 45201.17312993135 46223.820884623325
52 46750.73753192551 45207.63840044608 46264.33071021543
53 46850.5778959852 44987.40925839177 46313.46776324911
54 46906.48868230995 44990.41324510168 46393.41408787202
56 46925.78314900727 44575.37574743116 46409.320999435025
58 46963.17058552975 45267.74371590589 46492.338063280404
59 47066.73521808293 45042.358653188014 46531.21823618587
60 47082.035773557946 45393.65277556867 46563.307385090215
61 47088.30961075063 44999.677167866816 46660.289009163964
64 47106.15332648851 45911.46047460001 46808.9204835308
65 47135.740799169595 45815.826320639724 46745.07665639943
66 47233.56012706337 45654.39004094619 46708.71967995749
67 47262.61346356393 45469.11525890774 46754.685096217356
69 47295.47199339333 45338.35446150414 46825.39652510301
71 47368.817244651145 45743.34157571459 46876.226614622705
76 47455.58593922517 45852.716331585674 46998.85791882676
80 47521.88170239578 46090.707181402046 47059.62510903124
82 47539.333758876775 45995.78484224493 47082.98192145254
83 47552.82139641188 46083.41217182485 47152.073368539
85 47566.09013192784 45191.12933411375 47136.22592658786
86 47678.77169931608 45939.68248600185 47136.810907191306
87 47779.06484840658 46046.84373142909 47219.096436811866
88 47796.22785913736 46372.26262495999 47290.42703357881
89 47805.47422428848 45808.27118063472 47252.90657206821
90 47938.191155173154 45911.23834485276 47329.52164309347
92 47963.14277739403 45931.028784084476 47480.33248949466
95 48041.16987662724 46208.53194785985 47525.03294681574
99 48046.06099552123 46209.57480199432 47660.597081758446
101 48047.515427094695 45798.63727731587 47660.71376702202
102 48117.49336125502 45295.33091293195 47592.49923607361
103 48118.97003847352 46425.117820341504 47688.42542930147
104 48130.139792726666 45696.40482449555 47708.58212556798
105 48138.76894473542 45269.081963814446 47545.623579898216
106 48180.76732679483 46521.67867328922 47674.56974251432
110 48222.98856686546 46075.37321708049 47626.5213264628
111 48263.606751033076 46284.641778120844 47690.61891672874
114 48337.45484119376 46463.495074048114 47750.3239604866
115 48446.604427010185 46883.21607201193 47820.18093449389
117 48462.663072211246 46567.31937683128 47904.85567049056
118 48487.15026819313 46807.03652091817 48038.50488810567
122 48516.207427685964 46970.26301143385 48087.71548830169
125 48594.500751089276 46264.05707106892 48105.90580155321
126 48637.148232519394 46998.11305084663 48189.5085214677
127 48645.37034113171 46979.92425319036 48098.37219113676
128 48658.32984951786 47342.27395352269 48256.04259721889
130 48685.39522960557 47032.81385748577 48201.98605877862
133 48691.718725948216 47156.47599950305 48260.08794059501
134 48810.924318587815 47075.65312812164 48263.92172623558
137 48829.767737556875 46797.10529894834 48375.230903803
138 48845.79027868291 47000.09723628996 48436.89328254171
139 48921.77186284079 47514.70601769844 48450.17670409887
140 48942.252803813426 47451.74315879909 48364.939565144625
142 48947.83294013143 47045.97811550694 48588.32909876057
143 48982.4588373839 47178.84402463105 48428.86351711813
144 49015.18558612493 47292.889696591556 48481.963545365295
145 49019.15597490657 47131.52387893262 48553.53837225075
148 49056.724249372644 47306.17160276941 48492.89265357151
149 49081.4444226822 47641.09958478789 48636.78329439029
152 49086.147542412895 47265.05656156006 48709.31998963921
156 49094.99754625483 47571.51420908227 48691.10630482515
157 49125.3855230515 46770.58045178136 48618.275513732035
163 49159.59042182967 47401.07298884274 48661.09287275939
164 49202.07742205416 46733.64714945903 48608.932924200075
166 49207.725966480495 47022.15058770461 48760.838380769914
171 49211.73750164205 47407.11446582547 48813.5773995551
175 49230.154731366136 47371.54108572461 48621.1816493338
176 49237.26349080691 47922.74891253387 48795.926313182776
183 49261.29713610022 47451.70263824352 48780.02064411203
186 49263.81735889341 47596.157761985225 48810.43558241213
190 49274.31274989992 46308.21075586672 48833.926025856344
194 49299.342006826344 47341.8126627004 48794.50400524925
201 49319.16373241293 47935.19290438491 48978.57964909139
205 49333.86535270335 47159.81842351141 48780.810308092885
206 49362.377629970804 47530.62885142812 48838.355175169585
210 49362.4624478464 47636.54371905211 48914.856964727376
211 49384.302176060264 47757.34328485844 48886.21189469548
217 49405.91685618154 47044.97518221153 48893.77142844419
224 49431.620525634215 47512.27897824369 48900.55176062436
227 49467.73949267975 47509.81420785745 48908.38567903484
230 49472.648774082896 47699.87810345459 48934.11246640218
231 49490.91607878786 47135.30083612934 48882.017810676385
234 49518.1883991523 47743.71351881809 48996.99621118421
237 49527.26922239808 47231.718534615335 48988.224770795896
243 49544.45893992243 47782.322586797534 49086.79979971261
245 49544.90303368758 47166.64408105601 49083.7696824891
247 49552.667692965006 47407.30628366561 48993.93037353854
248 49555.49570238009 47252.841884511225 49081.53285912314
251 49562.51260180641 47880.469682811316 49007.32726954387
254 49566.35521004088 47670.346833167125 49140.08930408216
255 49567.66409923671 46578.515666124025 49130.26982482893
256 49589.63953277692 48003.677108051466 49124.91019750148
265 49623.54814922001 47872.6828230733 49232.26454591961
270 49625.96935243073 47235.61407221389 49025.18534848876
271 49641.89893887092 47655.176042962084 49191.34120876411
276 49642.10146951681 47462.92442707881 49138.984552026996
278 49645.97009295066 47954.23572444847 49236.56949451498
281 49653.79672232498 48061.71298019052 49279.21941252595
287 49664.845349483105 48132.58031086817 49363.29989679051
288 49668.632704927375 48095.37181015224 49256.45483759994
291 49699.06182502385 47794.74724480861 49208.07252886246
296 49699.283249153304 47984.37438495325 49268.283764596556
